561684486380068865,sugarcubecorner
561684441526194176,santodomingo
561684356365053954,grancanaria
561906401543737344,None
561908226073960448,saskatchewancanada
561908168599826432,None
561880454333485058,californialivin
561677051149570048,161days
561676912720756738,316
561680547102347265,None
561685740913197057,buenosairesargentina
561689867248480257,None
561690131481239553,puntaaltaargentina
561689020418519043,None
561676468540166144,newyork
561676497908674560,sopaulo
561676411094990848,None
561678332065218562,None
571758042812833794,begur
568520930185490434,guadalajarajalisco
570971070519500800,nycmspord
570796724832342016,None
561675725313687552,riverdale2buffalo
561675962711306241,laranjalpaulistasp
561681254253592578,ontariocanada
561680994017607681,None
561677152639127552,None
561677324174000128,None
561677698335268864,sopaulo
561676574660263936,None
561681081439887360,deaquideayadeacuy
561681490829119491,californiachicago
561703326635814912,bh
561703388841541633,None
561694545982009344,None
561693428627824641,venezuela
561691809512837122,None
561693838436470784,None
561705894959120386,instasnaplucashidek
561705794719076352,cincinnati
561705777493446656,ny
561701728333361152,martinique
561702164939440128,None
561702101194395648,None
561702058852900864,None
561701972420870144,None
561701486724669440,instagramnaomidussault
561691348269826048,venezuelazulia
561691216161808384,memphistn
561691526942961664,None
561691550452039681,canelonesuruguay
561691874642362370,argentina
561691894775025665,bubulonge
561683123231260672,None
561681497925484544,kailuahawaii
561680730380828672,None
561682528499924992,multifandom
561682478587723777,losangelescalifornia
561682366583033856,None
561697514752327680,setelagoasmg
561696448539275264,unknownunknown
561675785468407809,runofftotheusa
561696794565165056,None
561699781769433088,None
561699809438863362,baeyow
561699810261352448,None
561683062413467648,hl
561682916884111360,albanyny
561682858579075073,None
561682879978434562,None
561683340072599552,basedworld
561686818836717568,newyork
561686738306105344,rockfordillinois
561686771453685761,dondeledicenposhoalpollo
561686670349959170,alfacentauri
561687120838791169,None
561687031508520960,bibleschool
561686874616778752,chile
561692536302235648,sp
561692819610275840,htown
561693122460385281,santafecapitalargentina
561690443985874944,None
561691068102868993,mechanicsburgpennsylvania
561691911560232960,None
561699183631925248,space
561699188699037696,crdobacapiiiiital
561699136257658881,None
561699024261369856,None
561698973938114561,None
561699324137316352,None
561699336745410560,niall5
561693614464835584,None
561688761231478784,None
561688734396350464,None
561700280476401665,021
561683596759826433,bronxny
561683416421502976,cascavelpr
561683437825064961,deland
561697341913440256,None
570332322383273986,atlantaga
571346748859424771,palmcoastflorida
561692257171308544,None
561697063407464448,None
561931454993932289,None
561929284403855360,jonathand
561929704257884160,None
561927145308844032,chile
561918424931385344,newjersey
561918693798846464,leadvillecolorado
561919064172662784,abeachindominicanrepublic
561917941768544258,None
561918328478785536,None
561918357851897858,altonstaffordshire
561909179716481024,None
561949040011931649,None
561948991777038336,None
561947869805285377,None
561918920282476545,dallastx
561926796778565632,unitedstates
561927577351503873,coimbra
561928188889022465,None
561928151123914752,None
561944383084568576,glasgowscotland
561944743782146049,None
561944676240867328,None
561946885380796416,None
561946846797778945,None
561946095174299649,repblicadomingo
561946092259278850,stanfordcaandwashingtondc
561937216037875712,wanderinggamergatesstreets
561918113298411521,None
561916909554524162,highlandpark
561935997634899968,None
561945877494132737,bucks
561945830551465984,arlingtonvirginia
561946316641955841,holmfirthhuddersfield
561886194422673408,None
561926298088771584,None
561947091774484480,None
561937425904455681,None
561947460437045249,None
561947417650954241,None
561947380342607874,manhattanks
561927313500405760,None
561930935315488770,manchesteruk
561920975512817664,bahamas
561921394108530689,hogwarts
561924637139795968,dallastx
561924476926197761,None
561924745755910145,None
561876534005227520,albuquerquenmusa
561951937441300482,None
561942350780723200,None
561943657477988353,fakeworldcitya
561944036639244288,avrillavigne
