561684486380068865,2178852661
561684441526194176,None
561684356365053954,2396996768
561906401543737344,2899533142
561908226073960448,253882708
561908168599826432,131752870
561880454333485058,None
561677051149570048,None
561676912720756738,2852410806
561680547102347265,None
561685740913197057,558274795
561689867248480257,707011695
561689867248480257,635068206
561690131481239553,None
561689020418519043,None
561676468540166144,16747981
561676497908674560,2326307724
561676411094990848,None
561678332065218562,831278341
571758042812833794,None
568520930185490434,None
570971070519500800,2208258674
570796724832342016,2939858727
561675725313687552,None
561675962711306241,1755319549
561675962711306241,219035324
561675962711306241,227260099
561675962711306241,237980729
561681254253592578,None
561680994017607681,None
561677152639127552,None
561677324174000128,2218886514
561677698335268864,None
561676574660263936,None
561681081439887360,104251572
561681490829119491,432983617
561703326635814912,517802571
561703388841541633,None
561694545982009344,None
561693428627824641,100731315
561691809512837122,None
561693838436470784,None
561705894959120386,299830941
561705794719076352,52133219
561705777493446656,704369017
561701728333361152,None
561702164939440128,None
561702101194395648,None
561702058852900864,None
561701972420870144,432983617
561701486724669440,None
561691348269826048,None
561691216161808384,None
561691526942961664,None
561691550452039681,None
561691874642362370,None
561691894775025665,None
561683123231260672,131752870
561681497925484544,None
561680730380828672,None
561682528499924992,609080726
561682478587723777,None
561682366583033856,None
561697514752327680,None
561696448539275264,1130356441
561675785468407809,None
561696794565165056,None
561699781769433088,None
561699809438863362,2852410806
561699810261352448,272055657
561683062413467648,None
561682916884111360,None
561682858579075073,2476216538
561682858579075073,2314186890
561682879978434562,None
561683340072599552,None
561686818836717568,None
561686738306105344,518210902
561686771453685761,None
561686670349959170,None
561687120838791169,None
561687031508520960,None
561686874616778752,None
561692536302235648,479803852
561692819610275840,None
561693122460385281,None
561690443985874944,None
561691068102868993,2849452954
561691911560232960,None
561699183631925248,None
561699188699037696,None
561699136257658881,None
561699024261369856,None
561698973938114561,403246803
561699324137316352,2346480625
561699336745410560,403246803
561693614464835584,701423664
561688761231478784,5631612
561688734396350464,161374448
561700280476401665,215537170
561683596759826433,None
561683416421502976,None
561683437825064961,424405924
561697341913440256,None
570332322383273986,None
571346748859424771,None
561692257171308544,None
561697063407464448,None
561931454993932289,2664225541
561929284403855360,None
561929704257884160,77550851
561927145308844032,355795737
561918424931385344,119829799
561918693798846464,None
561919064172662784,None
561917941768544258,None
561918328478785536,25363826
561918357851897858,364816947
561909179716481024,None
561949040011931649,280614741
561948991777038336,518536965
561947869805285377,57824414
561918920282476545,None
561926796778565632,1263277537
561927577351503873,None
561928188889022465,15012486
561928151123914752,2472345802
561944383084568576,771083455
561944743782146049,118561747
561944676240867328,2490431240
561946885380796416,None
561946846797778945,None
561946095174299649,None
561946092259278850,None
561937216037875712,1499808391
561937216037875712,1357963177
561918113298411521,292538365
561916909554524162,None
561935997634899968,558167779
561945877494132737,181739784
561945830551465984,59905975
561946316641955841,None
561886194422673408,None
561926298088771584,None
561947091774484480,430426403
561937425904455681,None
561947460437045249,None
561947417650954241,None
561947380342607874,None
